CMPD_CHEMBLID,CANONICAL_SMILES,pKi
CHEMBL330149,CN(CC(=O)N[C@@H](CCCCN)B(O)O)C(=O)CCCc1ccccc1,8.26760624
CHEMBL8079,CS(=O)(=O)N[C@H](C(c1ccccc1)c2ccccc2)C(=O)N3CCC[C@H]3C(=O)NCc4csc(CN)c4,8.27572413
CHEMBL19453,COc1cccc(c1)S(=O)(=O)NC2=CC=CN(CC(=O)NCc3ccc(cc3)C(=N)N)C2=O,8.27572413
CHEMBL142370,Cc1ccnc(CNC(=O)CN2C(=CN=C(NCC(F)(F)c3ccccn3)C2=O)Cl)c1,8.27572413
CHEMBL319017,NC(=N)NCCC[C@H]1NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc3ccccc3)NC(=O)CCCCCNC(=O)[C@H](CC(c4ccccc4)c5ccccc5)NC(=O)C1=O,8.27572413
CHEMBL30054,Fc1cccnc1CNC(=O)CN2C(=CN=C(NCC(F)(F)c3ccccn3)C2=O)Cl,8.283996656
CHEMBL30054,Fc1cccnc1CNC(=O)CN2C(=CN=C(NCC(F)(F)c3ccccn3)C2=O)Cl,8.283996656
CHEMBL280640,CCOc1ccccc1CNC(=O)CN2C(=CN=C(NCC(F)(F)c3cccc[n+]3[O-])C2=O)Cl,8.283996656
CHEMBL1809238,NC(=N)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)[C@@H](CCC(=O)N3CCN(CC3)c4ncccn4)NS(=O)(=O)Cc5ccccc5)cc1,8.283996656
CHEMBL30054,Fc1cccnc1CNC(=O)CN2C(=CN=C(NCC(F)(F)c3ccccn3)C2=O)Cl,8.283996656
CHEMBL2152431,C[C@@H](NS(=O)(=O)Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)NCc3ccc(cc3)C(=N)N,8.283996656
CHEMBL116015,CC1=CC=C(NS(=O)(=O)Cc2ccccc2)C(=O)N1CC(=O)NCc3ccccc3CN,8.283996656
CHEMBL30054,Fc1cccnc1CNC(=O)CN2C(=CN=C(NCC(F)(F)c3ccccn3)C2=O)Cl,8.283996656
CHEMBL164246,COc1cc(Cc2c(sc3cc(O)ccc23)c4ccc(CCN)cc4)ccc1CN5CCCC5,8.292429824
CHEMBL19242,Oc1ccc2c(Cc3ccc(CN4CCCC4)c(O)c3)c(sc2c1)c5ccc(OCCN6CCCC6)cc5,8.292429824
CHEMBL309360,CC(C)CC1(CC(C)C)C(=O)N2CC(=CC(N2C1=O)C(=O)NC(CCCCN)C(=O)C(=O)NCCc3ccc(cc3)C(=O)N)C,8.293282218
CHEMBL7587,CNc1ccc(cc1)C#CC[C@H](NS(=O)(=O)c2ccc3CCCCc3c2)C(=O)N(C)C4CCCC4,8.301029996
CHEMBL125181,CN[C@H](Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)NC[C@@H]3CC[C@@H](N)CC3,8.301029996
CHEMBL256027,Cn1nnnc1C(=O)[C@@H](NC(=O)[C@@H]2CC[C@H]3CN(CC(=O)N23)S(=O)(=O)Cc4ccccc4)[C@@H]5CC[C@@H](N)CC5,8.301029996
CHEMBL42495,N[C@H](C1CCCCC1)C(=O)N2CCC[C@H]2C(=O)NCc3cc(Cl)ccc3Cl,8.301029996
CHEMBL42495,N[C@H](C1CCCCC1)C(=O)N2CCC[C@H]2C(=O)NCc3cc(Cl)ccc3Cl,8.301029996
CHEMBL125181,CN[C@H](Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)NC[C@@H]3CC[C@@H](N)CC3,8.301029996
CHEMBL109456,NC(=N)NCCCC(NC(=O)[C@@H]1CC[C@H]2CN(CC(=O)N12)C(=O)CCOc3ccccc3)C(=O)c4nccs4,8.301029996
CHEMBL38626,NC(=N)c1cccc(CN(NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N4CCCCCC4)c1,8.301029996
CHEMBL125181,CN[C@H](Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)NC[C@@H]3CC[C@@H](N)CC3,8.301029996
CHEMBL286529,Cc1cc(OCCNc2ccncc2)cc(OS(=O)(=O)c3cccs3)c1,8.301029996
CHEMBL3084745,CN[C@H](Cc1ccccc1)C(=O)N2CCCC2C(=O)NC[C@@H]3CC[C@@H](N)CC3,8.301029996
CHEMBL258108,NC(=N)NCCC[C@H](NC(=O)[C@@H]1CC[C@H]2CN(CC(=O)N12)C(=O)CCOc3ccccc3)C(=O)c4nccs4,8.301029996
CHEMBL125181,CN[C@H](Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)NC[C@@H]3CC[C@@H](N)CC3,8.301029996
CHEMBL3632874,CC(C)[C@@H]1[C@H]2C3CCCN3[C@H]([C@H]2C(=O)N1Cc4ccc(F)cc4)c5ccc(cc5)C(=N)N,8.301029996
CHEMBL94640,N[C@@H](C1CCCCC1)C(=O)N2CCC[C@H]2C(=O)NCc3cc(Cl)ccc3Cl,8.301029996
CHEMBL7587,CNc1ccc(cc1)C#CC[C@H](NS(=O)(=O)c2ccc3CCCCc3c2)C(=O)N(C)C4CCCC4,8.301029996
CHEMBL101562,COc1ccc(CCNC2=NC=C(C)N(CC(=O)NCc3ccc4[nH]cnc4c3)C2=O)cc1,8.301029996
CHEMBL361432,CC(C)(C)[C@@H](O)C(=O)N1CC[C@H]1C(=O)NCc2cc(Cl)ccc2CN,8.301029996
CHEMBL3084836,Cn1nnnc1C(=O)C(NC(=O)[C@@H]2CC[C@H]3CN(CC(=O)N23)S(=O)(=O)Cc4ccccc4)[C@@H]5CC[C@@H](N)CC5,8.301029996
CHEMBL283553,CN(CC(=O)N[C@@H](CCCCN)B(O)O)C(=O)c1ccccc1Cc2ccccc2,8.30980392
CHEMBL263204,CC1(C)C2C[C@H]3OB(O[C@@]3(C)C1C2)[C@H](CCCN=C(N)N)NC(=O)c4ccc(c5ccccc5)c(c4)[N+](=O)[O-],8.30980392
CHEMBL419892,NCCCC[C@H](NC(=O)CN(C1CCCCC1)C(=O)CCc2ccccc2)B(O)O,8.30980392
CHEMBL228340,CCOC(=O)CN[C@H](CCc1cccc[n+]1[O-])C(=O)N2CCC[C@H]2C(=O)NCc3cc(Cl)ccc3CN,8.30980392
CHEMBL125181,CN[C@H](Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)NC[C@@H]3CC[C@@H](N)CC3,8.30980392
CHEMBL29656,Fc1ccccc1CNC(=O)CN2C(=CN=C(NCC(F)(F)c3ccccn3)C2=O)Cl,8.318758763
CHEMBL37884,Cc1cc(OCCCON=C(N)N)cc(OS(=O)(=O)c2ccccc2S(=O)(=O)c3ccccc3)c1,8.318758763
CHEMBL142153,CC1=CN=C(NCC(F)(F)c2ccccc2)C(=O)N1CC(=O)NCc3cc(C)ccn3,8.318758763
CHEMBL3960477,NCc1ccc(Cl)cc1CN=C(O)[C@@H]2CCCN2C(=O)C3(O)CCCc4cnccc34,8.318758763
CHEMBL539557,NC(=N)N1CCCC(CNC(=O)C[C@H](NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N4CCCCCCC4)C1,8.318758763
CHEMBL1682758,COc1ccc(Cl)cc1CNC(=O)CN2C(=CN=C(NCCC3CCCCN3)C2=O)C,8.318758763
CHEMBL182320,C[C@](O)(C(=O)N1CCC[C@H]1C(=O)NCc2cc(Cl)ccc2CN)c3ccccc3,8.327902142
CHEMBL285625,COc1ccc(SCC(N2C(=O)N3CC=CC(N3C2=O)C(=O)NC[C@@H]4CC[C@@H](N)CC4)C(=O)O)cc1,8.327902142
CHEMBL250460,NC(=N)NOCCNC(=O)Cc1c(Cl)ccc(NCC(F)(F)c2cccc3cnccc23)c1F,8.327902142
CHEMBL128443,Cc1cc(OCC\C=N\N=C(N)N)cc(OS(=O)(=O)c2cccc3cccnc23)c1,8.327902142
CHEMBL297535,CC1(C)C2C[C@H]3OB(O[C@@]3(C)C1C2)[C@H](CCCN=C(N)N)NC(=O)c4ccc(cc4[N+](=O)[O-])c5ccccc5,8.327902142
CHEMBL330791,NC1CCC(CNC(=O)[C@@H]2CCCN2C(=O)CC(c3cccnc3)c4ccc5OCOc5c4)CC1,8.327902142
CHEMBL101707,NCCCC[C@H](NC(=O)CN(Cc1ccccc1)C(=O)CCc2ccccc2)B(O)O,8.329754147
CHEMBL115643,CC1=CC=C(NS(=O)(=O)Cc2ccccc2)C(=O)N1CC(=O)NC[C@@H]3CC[C@@H](N)CC3,8.337242168
CHEMBL2373351,CC1(C)[C@@H]2C[C@H]3OB(O[C@@]3(C)[C@H]1C2)[C@H](CCCCN)NC(=O)Cn4nc(CC#N)cc4CCc5ccccc5,8.337242168
CHEMBL41876,Cc1cc(OCC2CCN(CC2)C(=N)N)cc(OS(=O)(=O)c3ccccc3Cl)c1,8.337242168
CHEMBL115643,CC1=CC=C(NS(=O)(=O)Cc2ccccc2)C(=O)N1CC(=O)NC[C@@H]3CC[C@@H](N)CC3,8.337242168
CHEMBL41876,Cc1cc(OCC2CCN(CC2)C(=N)N)cc(OS(=O)(=O)c3ccccc3Cl)c1,8.337242168
CHEMBL41876,Cc1cc(OCC2CCN(CC2)C(=N)N)cc(OS(=O)(=O)c3ccccc3Cl)c1,8.337242168
CHEMBL194670,FC(F)(F)CN1CCCCC1CCNc2nccc3oc(Cc4cc(Cl)ccc4n5cncn5)nc23,8.337242168
CHEMBL2371883,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H]2CCCCN2C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)c3ccc(cc3)C(C)(C)C)C(=O)N4CCC[C@H]4C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc5ccc(O)cc5)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)O,8.337242168
CHEMBL115643,CC1=CC=C(NS(=O)(=O)Cc2ccccc2)C(=O)N1CC(=O)NC[C@@H]3CC[C@@H](N)CC3,8.337242168
CHEMBL197984,FC(F)(CNc1nccc2oc(Cc3ccccc3n4cncn4)nc12)C5CCCCN5,8.337242168
CHEMBL48361,Cn1c(CNc2ccc(cc2)C(=N)N)nc3cc(ccc13)C(=O)N(CCC(=O)O)c4ccccn4,8.346787486
CHEMBL32280,CC1=CC(=C(N)C(=O)N1CC(=O)NCc2ccc(N)nc2C)S(=O)(=O)NCC3CC3,8.346787486
CHEMBL539697,CCCCCCOC(=O)\N=C(/N)\c1ccc(NCc2nc3cc(ccc3n2C)C(=O)N(CCC(=O)OCC)c4ccccn4)cc1,8.346787486
CHEMBL48361,Cn1c(CNc2ccc(cc2)C(=N)N)nc3cc(ccc13)C(=O)N(CCC(=O)O)c4ccccn4,8.346787486
CHEMBL48361,Cn1c(CNc2ccc(cc2)C(=N)N)nc3cc(ccc13)C(=O)N(CCC(=O)O)c4ccccn4,8.346787486
CHEMBL270206,CCOC(=O)c1csc(n1)C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc3ccccc3)NC,8.346787486
CHEMBL1166,C[C@@H]1CCN([C@H](C1)C(=O)O)C(=O)[C@H](CCCNC(=N)N)NS(=O)(=O)c2cccc3CC(C)CNc23,8.346787486
CHEMBL175738,CCOC(=O)c1csc(n1)C(=O)C(CCCN=C(N)N)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc3ccccc3)NC,8.346787486
CHEMBL322344,NC(=N)NCCCC(NC(=O)[C@@H]1CC[C@H]2CN(CC(=O)N12)C(=O)[C@@H](O)Cc3ccccc3)C(=O)c4nccs4,8.356547324
CHEMBL435210,Cc1cc(OCC\C=N\N=C(N)N)cc(OS(=O)(=O)c2ccccc2C(F)(F)F)c1,8.356547324
CHEMBL190687,NCc1ccc(Cl)cc1CNC(=O)[C@@H]2CCCN2C(=O)C3(O)c4ccccc4c5c[n+]([O-])ccc35,8.356547324
CHEMBL307727,CCC1(N)C(=O)N2C(Cc3ccccc3)C=CC(N2C1=O)C(=O)NC(CCCCN)C(=O)C(=O)N,8.363512104
CHEMBL2028995,CC(=O)N[C@H](Cc1ccccc1)C(=O)NCC(=O)NC(CCCN=C(N)N)B(O)O,8.366531544
CHEMBL73737,NC(=N)c1ccc2[nH]c(nc2c1)c3cc(Cl)cc(c3O)c4cccc(N)c4,8.37675071
CHEMBL141889,CC1=CN=C(NCC(F)(F)c2ccccn2)C(=O)N1CC(=O)NCc3ncccc3F,8.37675071
CHEMBL103522,FC(F)(CNC1=NC=C(Cl)N(CC(=O)NCc2ccccc2c3c[nH]cn3)C1=O)c4ccccn4,8.37675071
CHEMBL434870,NC(=N)NCCC[C@@H]1NC(=O)C2CCCN2C(=O)[C@H](CNC(=O)\C=C\[C@H](Cc3ccc(O)cc3)NC(=O)[C@@H](Cc4ccccc4)NC(=O)C1=O)NC=O,8.387216143
CHEMBL18495,Oc1ccc2c(Cc3ccc(CN4CCCC4)cc3)c(sc2c1)c5ccc(OCCN6CCCC6)cc5,8.387216143
CHEMBL117387,CC1=CC=C(NS(=O)(=O)Cc2ccccc2)C(=O)N1CC(=O)NCc3ccccc3CCN,8.387216143
CHEMBL98194,CC1=CN=C(NCC(F)(F)c2ccccc2)C(=O)N1CC(=O)NCc3ccc4[nH]nc(N)c4c3,8.387216143
CHEMBL317974,NC(=N)NCCC[C@H]1NC(=O)[C@H]2CCCN2C(=O)[C@@H](CNC(=O)\C=C/[C@@H](Cc3ccc(O)cc3)NC(=O)[C@H](Cc4ccccc4)NC(=O)C1=O)NC=O,8.387216143
CHEMBL1682785,CC(=O)N(C1CCCCC1)c2cc(C)cc(c2)C(=O)NCc3cc(Cl)ccc3n4cnnn4,8.387216143
CHEMBL37318,CC1CCN(CC1)C(=O)N(Cc2cccc(c2)C(=N)N)NS(=O)(=O)c3ccc4ccccc4c3,8.397940009
CHEMBL256941,CC1=CC=C(NS(=O)(=O)c2cccc(C)c2)C(=O)N1CC(=O)NCCONC(=N)N,8.397940009
CHEMBL49457,Cc1nc(N)ccc1CNC(=O)CN2C(=O)C(=CC=C2C3CC3)NS(=O)(=O)Cc4ccc(Cl)cc4,8.397940009
CHEMBL121396,CCCN(Cc1cocc1)C(=O)c2cc(C)cc(OCC3(CON=C(N)N)CC3)c2,8.397940009
CHEMBL121396,CCCN(Cc1cocc1)C(=O)c2cc(C)cc(OCC3(CON=C(N)N)CC3)c2,8.397940009
CHEMBL1166,C[C@@H]1CCN([C@H](C1)C(=O)O)C(=O)[C@H](CCCNC(=N)N)NS(=O)(=O)c2cccc3CC(C)CNc23,8.397940009
CHEMBL408125,NC1CCC(CNC(=O)[C@@H]2CCCN2C(=O)CC(C3CCCCC3)c4ccccc4)CC1,8.397940009
CHEMBL279070,COc1ccccc1S(=O)(=O)N(CC(=O)N)c2cc(C)cc(OCCNc3ccncc3)c2,8.397940009
CHEMBL121396,CCCN(Cc1cocc1)C(=O)c2cc(C)cc(OCC3(CON=C(N)N)CC3)c2,8.397940009
CHEMBL421081,Cc1cc(OCC2(CON=C(N)N)CC2)cc(c1)C(=O)N(CC3CC3)Cc4cocc4,8.397940009
CHEMBL603888,N[C@H](Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)NCc3ccc(cc3)C(=N)N,8.397940009
CHEMBL256941,CC1=CC=C(NS(=O)(=O)c2cccc(C)c2)C(=O)N1CC(=O)NCCONC(=N)N,8.397940009
CHEMBL51173,NC(=N)c1ccc(C[C@@H](NC(=O)CNS(=O)(=O)c2ccc3ccccc3c2)C(=O)N4CCCCC4)cc1,8.397940009
CHEMBL7865,CS(=O)(=O)N[C@H](C(c1ccccc1)c2ccccc2)C(=O)N3CCC[C@H]3C(=O)NCc4ccc(CN)cc4,8.397940009
CHEMBL416033,CC1=CC2=C(NCN(CC3CCC3)S2(=O)=O)C(=O)N1CC(=O)NCc4ccc(N)nc4C,8.408935393
CHEMBL99185,CC1=CC=C(NS(=O)(=O)c2ccc3OCCc3c2)C(=O)N1CC(=O)NCc4ccc5[nH]ncc5c4,8.408935393
CHEMBL3920415,NCc1ccc(Cl)cc1CN=C(O)[C@@H]2CCCN2C(=O)C3(O)CCCc4cccnc34,8.408935393
CHEMBL123942,Cc1cc(N)nc(C)c1CNC(=O)[C@@H]2CCCN2C(=O)[C@H](N)C(C3CCCCC3)C4CCCCC4,8.408935393
CHEMBL390403,CCOC(=O)CN[C@H](CCc1ccccn1)C(=O)N2CCC[C@H]2C(=O)NCc3cc(Cl)ccc3CN,8.420216403
CHEMBL2370451,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H](CO)NC(=O)[C@H](CCC(=O)N)NC(=O)CC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H]3CCCN3C(=O)[C@H](Cc4ccccc4)NC(=O)C)C(=O)N5CCC[C@H]5C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc6ccc(O)cc6)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)O,8.420216403
CHEMBL360751,CN[C@H](Cc1c(F)c(F)c(F)c(F)c1F)C(=O)N2CCC[C@H]2C(=O)NC(CCCN=C(N)N)C(=O)c3nc4ccccc4s3,8.420216403
CHEMBL105584,CN[C@H](Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCN=C(N)N)C(=O)c3oc4ccccc4n3,8.420216403
CHEMBL32531,CC1=CC(=C(N)C(=O)N1CC(=O)NCc2ccc(N)nc2C)S(=O)(=O)c3ccccc3,8.420216403
CHEMBL352279,COc1cc(Cc2c(sc3cc(O)ccc23)c4ccc(OCCN)cc4)ccc1CN5CCCC5,8.420216403
CHEMBL9496,CN(C1CCCC1)C(=O)[C@H](Cc2ccc(cc2)C(N)NN)NS(=O)(=O)c3cccc4CCCCc34,8.420216403
CHEMBL167995,CC1=CN=C(NCCc2ccccc2)C(=O)N1CC(=O)NCc3cc4cc[nH]c4cn3,8.431798276
CHEMBL2152430,NC(=N)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)CNS(=O)(=O)Cc3ccccc3)cc1,8.431798276
CHEMBL182124,CC(C)([C@@H](O)C(=O)N1CC[C@H]1C(=O)NCc2cc(Cl)ccc2CN)C3CC3,8.431798276
CHEMBL28474,[O-][n+]1ccccc1C(F)(F)CNC2=NC=C(Cl)N(CC(=O)NCc3ccc(F)c(Cl)c3)C2=O,8.443697499
CHEMBL19619,CC1=CC=C(NS(=O)(=O)Cc2ccccc2)C(=O)N1CC(=O)NCc3ccc(C(=N)N)c(F)c3,8.443697499
CHEMBL322205,CN[C@H](Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCN=C(N)N)C(=O)c3nccs3,8.443697499
CHEMBL284225,[O-][n+]1ccccc1C(F)(F)CNC2=NC=C(Cl)N(CC(=O)NCc3ccccc3C(F)(F)F)C2=O,8.443697499
CHEMBL342109,COc1ccnc(CNC(=O)CN2C(=CN=C(NCC(F)(F)c3ccccn3)C2=O)Cl)c1,8.443697499
CHEMBL468642,CCOC(=O)C(=O)N(Cc1ccccc1)c2ccc3N(C)C(=O)C(Cc4ccc(cc4)C(=N)N)Oc3c2,8.443697499
CHEMBL138877,NC(=N)N1CCC[C@@H](C1)C(=O)NC[C@@H]2CCCN2C(=O)[C@H](CO)NS(=O)(=O)c3ccc4ccccc4c3,8.443697499
CHEMBL230360,CCOC(=O)CN[C@H](CCc1ccc(O)cc1)C(=O)N2CCC[C@H]2C(=O)NCc3cc(Cl)ccc3CN,8.443697499
CHEMBL337923,Cc1cc(N)nc(C)c1CNC(=O)[C@@H]2CCCN2C(=O)[C@H](NC(=O)OC(C)(C)C)C(c3ccccc3)c4ccccc4,8.443697499
CHEMBL43140,CC1(C)C2C[C@H]3OB(O[C@@]3(C)C1C2)[C@H](CCCN=C(N)N)NC(=O)c4cccc(c4)c5cccc(NS(=O)(=O)C)c5,8.455931956
CHEMBL332716,NC(=N)N1CCCC(C[C@H](NC(=O)[C@@H]2CC[C@H]3CN(CC(=O)N23)C(=O)CCc4ccccc4)C(=O)c5nccs5)C1,8.455931956
CHEMBL2375178,CC1(C)[C@@H]2C[C@H]3OB(O[C@@]3(C)[C@H]1C2)[C@H](CCCCN)NC(=O)Cn4nc(CC#N)nc4Cc5ccccc5,8.455931956
CHEMBL79245,NC(=N)N1CCCC(C[C@H](NC(=O)CN2[C@@H](Cc3ccc4ccccc4c3)C(=O)N(Cc5ccccc5)CC2=O)C(=O)c6nccs6)C1,8.455931956
CHEMBL317294,FC(F)(CNC1=NC=C(Cl)N(CC(=O)NCc2ccccc2n3cnnc3)C1=O)c4ccccn4,8.455931956
CHEMBL1229259,NC(=N)NCCC[C@@H](NS(=O)(=O)Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)NCc3ccc(cc3)C(=N)N,8.455931956
CHEMBL336048,NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](N)CC2CCCCC2)C(=O)c3nccs3,8.455931956
CHEMBL394517,NCc1ccc(Cl)cc1CNC(=O)[C@@H]2CCCN2C(=O)[C@@H](CCc3ccccn3)NCC(=O)O,8.455931956
CHEMBL1682767,CC(C)CN(CC(C)C)C(=O)c1cc(C)cc(OCCc2nc[nH]c2C)c1,8.455931956
CHEMBL427978,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(=O)O)NC(=O)C\C=C\CNC(=O)C\C=C\CNC(=O)CCCCC(=O)C(CCCN=C(N)N)NC(=O)[C@@H]3CCCN3C(=O)[C@H](Cc4ccccc4)NC(=O)C)C(=O)N5CCC[C@H]5C(=O)N[C@@H](CC(C)C)C(=O)O,8.455931956
CHEMBL336048,NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](N)CC2CCCCC2)C(=O)c3nccs3,8.455931956
CHEMBL138877,NC(=N)N1CCC[C@@H](C1)C(=O)NC[C@@H]2CCCN2C(=O)[C@H](CO)NS(=O)(=O)c3ccc4ccccc4c3,8.463441557
CHEMBL431675,NC1CCC(CNC(=O)[C@@H]2CCCN2C(=O)CC(c3ccccc3)c4ccncc4)CC1,8.468521083
CHEMBL175620,CN[C@H](Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)NC(CCCN=C(N)N)C(=O)c3nc4CCCCc4s3,8.468521083
CHEMBL197773,FC(F)(CNc1cccc2oc(Cc3cc(Cl)ccc3Cl)nc12)c4ccccn4,8.468521083
CHEMBL102121,CN[C@H](Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCN=C(N)N)C(=O)c3nc4CCCCc4s3,8.468521083
CHEMBL3923623,NCc1ccc(Cl)cc1CN=C(O)C2CCCN2C(=O)[C@H]3NS(=O)(=O)c4ccccc34,8.468521083
CHEMBL3973215,NCc1ccc(Cl)cc1CN=C(O)[C@@H]2CCCN2C(=O)c3cc(c[nH]3)c4ccncc4,8.468521083
CHEMBL102121,CN[C@H](Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCN=C(N)N)C(=O)c3nc4CCCCc4s3,8.468521083
CHEMBL468812,COC(=O)CC(=O)N(Cc1ccccc1)c2ccc3N(C)C(=O)C(Cc4ccc(cc4)C(=N)N)Oc3c2,8.468521083
CHEMBL3923623,NCc1ccc(Cl)cc1CN=C(O)C2CCCN2C(=O)[C@H]3NS(=O)(=O)c4ccccc34,8.468521083
CHEMBL102121,CN[C@H](Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCN=C(N)N)C(=O)c3nc4CCCCc4s3,8.468521083
CHEMBL250465,Cc1cc(N)nc(C)c1CNC(=O)Cc2c(Cl)ccc(NCC(F)(F)c3ccccc3)c2F,8.48148606
CHEMBL2028996,CC(=O)N1CCC[C@H]1C(=O)NC(CCCN=C(N)N)B(O)O,8.48148606
CHEMBL190491,NCc1ccc(Cl)cc1CNC(=O)[C@@H]2CCCN2C(=O)C3(O)c4ccccc4c5c3ccc[n+]5[O-],8.48148606
CHEMBL1159708,CN(C1CCCC1)C(=O)[C@H](Cc2ccc(CCN)cc2)NS(=O)(=O)c3ccc4ccccc4c3,8.48148606
CHEMBL198923,FC(F)(CNc1nccc2oc(Cc3cccc(Cl)c3)nc12)C4CCCCN4,8.48148606
CHEMBL192378,NCc1ccc(Cl)cc1CNC(=O)[C@@H]2CCCN2C(=O)C3(O)c4ccccc4c5cccnc35,8.48148606
CHEMBL119820,CN(C1CCCC1)C(=O)C(Cc2ccc(CN)cc2)NS(=O)(=O)c3ccc4CCCCCc4c3,8.48148606
CHEMBL316205,CN(C1CCCC1)C(=O)[C@H](Cc2ccc(CN)cc2)NS(=O)(=O)c3ccc4CCCCCc4c3,8.48148606
CHEMBL117098,NCc1ccc(Cl)cc1CNC(=O)[C@@H]2CCCN2C(=O)[C@H](N)Cc3ccccc3,8.48148606
CHEMBL606954,CCCCS(=O)(=O)N[C@H](Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCn3ccnc3N)B4O[C@@H]5CC6CC(C6(C)C)[C@]5(C)O4,8.494850022
CHEMBL385670,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(=O)O)NC(=O)C\C=C\CNC(=O)C\C=C\CNC(=O)C\C=C\CNC(=O)CCCCC(=O)C(CCCN=C(N)N)NC(=O)[C@@H]3CCCN3C(=O)[C@H](Cc4ccccc4)NC(=O)C)C(=O)N5CCC[C@H]5C(=O)N[C@@H](CC(C)C)C(=O)O,8.494850022
CHEMBL193688,C[C@H](NC(=O)Cc1c(Cl)ccc(NCC(F)(F)c2ccccn2)[n+]1[O-])c3cc(Cl)ccc3CN,8.494850022
CHEMBL3084832,N[C@@H]1CC[C@H](CC1)C(NC(=O)[C@@H]2CC[C@H]3CN(CC(=O)N23)S(=O)(=O)Cc4ccccc4)C(=O)c5nccs5,8.494850022
CHEMBL258198,NC(=N)NOCCNC(=O)Cc1c(F)c(NCC(F)(F)c2cccc(F)c2)ccc1C#N,8.494850022
CHEMBL395970,NCc1ccc(Cl)cc1CNC(=O)[C@@H]2CCCN2C(=O)[C@@H](CCc3ccc(O)cc3)NCC(=O)O,8.494850022
CHEMBL19548,C[C@H]1N=C(N)NC[C@H]1CNC(=O)CN2C(=CN=C(NCCc3ccccc3)C2=O)C,8.494850022
CHEMBL372036,NCc1ccc(Cl)cc1CNC(=O)[C@@H]2CCCN2C(=O)C3(O)c4ccccc4c5ccncc35,8.494850022
CHEMBL164333,CC1=CN=C(NCCc2ccccn2)C(=O)N1CC(=O)NCc3ccc4[nH]ccc4n3,8.494850022
